Name,Latitude,Longitude,Address,Access,Fee,Bidet,Source
Xoxo Milk Tea House,9.3233705,123.2977017,,customers,no,no,OpenStreetMap (Commercial)
YAN YAN Commercial,9.3035281,123.3069979,,customers,no,no,OpenStreetMap (Commercial)
Yagumyuman Outdoor Equipment and Tours,9.3059205,123.301674,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
Yamaha,9.3033649,123.3077766,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Yanna's Treasure,9.2916839,123.2974794,"Dumaguete South Road, Mangnao",customers,no,no,OpenStreetMap (Commercial)
Yellow Cab,9.3077941,123.3096274,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Yummy Bites Eatery,9.3227848,123.302763,,customers,no,no,OpenStreetMap (Commercial)
Yusay Credit and Finance Corporation,9.3093276,123.3072274,San Juan Street,customers,no,no,OpenStreetMap (Commercial)
Yusay Credit and Finance Corporation,9.3133729,123.3037709,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Yvan Cafe,9.31933,123.30686,,customers,no,yes,User Provided (Bidet List)
Z Pension,9.3033578,123.3066419,Mabini Street,customers,no,no,OpenStreetMap (Commercial)
Zone One,9.3101965,123.3074741,,customers,no,no,OpenStreetMap (Commercial)
aEya's Enterprizes,9.3261,123.3045183,,customers,no,no,OpenStreetMap (Commercial)
ampm,9.3195178,123.3072309,,customers,no,no,OpenStreetMap (Commercial)
"big boys liquor, taco tayo",9.2899462,123.2964247,,customers,no,no,OpenStreetMap (Commercial)
de Original Jamaican Pattie Shop,9.323102,123.3118912,,customers,no,no,OpenStreetMap (Commercial)
eatery,9.306449,123.3049168,,customers,no,no,OpenStreetMap (Commercial)
forme,9.2979638,123.3039434,,customers,no,no,OpenStreetMap (Commercial)
iStore,9.3223396,123.3118918,,customers,no,no,OpenStreetMap (Commercial)
nuts and bolts parts,9.3299672,123.2955281,,customers,no,no,OpenStreetMap (Commercial)
oz racing,9.2948811,123.2997752,,customers,no,no,OpenStreetMap (Commercial)
xd production,9.3061297,123.3000083,,customers,no,no,OpenStreetMap (Commercial)
